,e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
2937,0,39.219,1,0,52,2,0.11,0,0,1538.1301,2704
2938,1,40.557,1,0,42,4,-7.119,0,0,1644.8702,1764
2939,1,24.237,0,0,42,1,3.71,1,0,587.4321,1764
2940,0,29.235,1,0,51,2,-0.494,0,0,854.68524,2601
2941,0,38.52,1,0,34,2,-7.8,0,0,1483.7904,1156
2942,0,26.01,1,0,57,4,11.0,0,1,676.52014,3249
2943,1,18.882,0,1,35,1,3.67,0,1,356.52994,1225
2944,0,42.375,1,0,57,2,1.513,0,0,1795.6406,3249
2945,1,47.586,1,0,53,3,5.06,1,0,2264.4272,2809
2946,0,42.876,0,1,63,1,931.0,0,1,1838.3513,3969
2947,1,51.711,1,0,30,2,1.009,1,0,2674.0273,900
2948,1,20.445,0,1,34,1,1.283,1,0,417.99802,1156
2949,0,64.821,1,0,34,3,-16.7,0,0,4201.7617,1156
2950,0,16.875,1,1,40,4,10.3,0,0,284.76562,1600
2951,0,18.0,0,0,37,1,-6.65,0,0,324.0,1369
2952,1,60.15,1,0,32,4,-2.0,1,0,3618.0227,1024
2953,0,54.0,0,1,27,1,1.0,0,0,2916.0,729
2954,1,46.383,1,0,29,2,1.55,0,0,2151.3826,841
2955,1,100.563,1,0,33,3,35.914,1,1,10112.918,1089
2956,1,122.802,1,1,30,2,33.185,1,1,15080.332,900
2957,0,53.01,0,0,35,2,22.1,0,1,2810.0598,1225
2958,1,21.96,0,0,43,1,4.5,0,0,482.24155,1849
2959,1,47.79,1,0,28,3,2.0,0,0,2283.8843,784
2960,0,44.169,1,0,30,2,3.025,0,0,1950.9004,900
2961,0,59.331,1,0,27,2,-9.4,0,0,3520.1677,729
2962,0,34.737,1,0,61,2,144.749,0,0,1206.6592,3721
2963,0,55.281,1,0,43,4,11.5,0,0,3055.9888,1849
2964,1,41.334,0,0,38,1,43.036,1,1,1708.4995,1444
2965,0,21.24,0,0,47,1,1.792,0,0,451.1376,2209
2966,1,24.18,0,1,61,2,15.999,1,0,584.6724,3721
2967,1,29.97,1,0,28,2,21.1,0,1,898.20087,784
2968,0,39.15,0,1,54,1,12.499,0,0,1532.7227,2916
2969,1,15.444,0,0,43,7,-3.07,0,0,238.51715,1849
2970,1,85.839,0,1,52,2,4.25,0,0,7368.3335,2704
2971,0,106.086,1,0,44,4,-5.9,0,1,11254.239,1936
2972,0,11.997,0,0,33,2,0.257,0,0,143.92801,1089
2973,1,23.541,0,0,43,1,-1.3,1,0,554.1787,1849
2974,0,22.683,0,0,25,1,0.0,0,0,514.5185,625
2975,0,77.124,0,1,38,1,11.7,0,1,5948.1113,1444
2976,0,48.135,0,0,44,1,-11.0,0,0,2316.978,1936
2977,0,73.65,1,0,48,4,2.0,0,0,5424.3228,2304
2978,1,62.112,1,0,42,7,3.0,1,0,3857.9004,1764
2979,0,25.38,0,0,54,2,0.2,0,0,644.14435,2916
2980,0,62.61,1,1,39,3,7.997,0,1,3920.0122,1521
2981,1,61.92,1,0,36,4,29.857,1,1,3834.0862,1296
2982,1,21.753,1,1,36,6,0.976,1,0,473.19302,1296
2983,0,19.215,0,1,29,1,0.3,0,0,369.21622,841
2984,0,14.85,0,1,37,1,-1.1,0,0,220.5225,1369
2985,1,36.75,0,1,30,1,17.42,1,0,1350.5625,900
2986,1,44.898,0,0,42,2,31.5,1,1,2015.8303,1764
2987,1,75.477,1,0,56,2,14.362,1,0,5696.7773,3136
2988,0,46.008,1,0,30,4,2.0,0,0,2116.736,900
2989,0,76.65,1,0,29,2,1.01,0,0,5875.2227,841
2990,1,36.417,1,0,37,5,50.3,1,1,1326.1979,1369
2991,0,50.4,1,0,34,5,-11.3,0,0,2540.1602,1156
2992,0,53.976,1,1,32,3,-3.1,0,0,2913.4087,1024
2993,1,45.963,1,0,27,2,58.249,1,0,2112.5974,729
2994,0,29.172,1,0,32,5,-2.1,0,0,851.0056,1024
2995,1,48.9,1,0,35,3,13.09,1,0,2391.2102,1225
2996,1,23.64,0,0,52,2,-1.052,1,0,558.84955,2704
2997,1,31.05,0,0,26,1,20.7,1,0,964.1025,676
2998,1,40.26,0,0,32,1,83.0,1,0,1620.8674,1024
2999,1,57.9,0,0,28,1,-12.8,0,0,3352.4102,784
3000,0,39.165,1,0,51,3,13.449,0,1,1533.8973,2601
3001,0,31.944,0,0,49,2,-6.0,0,0,1020.4191,2401
3002,1,38.304,0,0,54,1,-1.42,1,0,1467.1965,2916
3003,0,16.728,0,0,50,1,0.0,0,0,279.82602,2500
3004,1,78.243,1,0,52,4,-3.23,1,0,6121.9663,2704
3005,0,10.59,0,0,55,3,-0.98,0,0,112.1481,3025
3006,0,21.081,0,1,41,1,-10.0,0,0,444.40854,1681
3007,0,31.506,1,0,48,5,-3.9,0,0,992.62805,2304
3008,1,31.224,0,1,35,1,2.3,1,0,974.93823,1225
3009,0,33.906,1,0,28,2,0.3,0,0,1149.6167,784
3010,0,30.174,0,1,64,1,0.0,0,0,910.4703,4096
3011,0,24.606,1,0,33,2,-2.9,0,0,605.45526,1089
3012,1,24.21,1,0,38,6,-0.975,0,0,586.1241,1444
3013,0,50.544,0,0,52,2,54.253,0,1,2554.6958,2704
3014,1,44.352,1,0,30,4,4.7,0,1,1967.1,900
3015,0,25.164,1,0,38,6,-1.9,0,0,633.22687,1444
3016,1,52.17,0,0,44,1,4.9,1,0,2721.7087,1936
3017,0,20.028,0,1,31,1,0.0,0,0,401.1208,961
3018,1,35.535,1,0,33,2,1.5,0,0,1262.7362,1089
3019,0,37.74,1,0,44,3,-5.427,0,0,1424.3077,1936
3020,1,72.129,1,0,56,4,-14.8,0,0,5202.5923,3136
3021,0,38.241,0,0,40,1,55.568,0,0,1462.3741,1600
3022,1,32.226,0,0,34,3,6.299,1,0,1038.5151,1156
3023,0,34.263,1,0,32,3,-7.29,0,0,1173.9532,1024
3024,1,36.93,0,0,39,3,35.4,1,0,1363.825,1521
3025,0,20.418,1,0,48,2,0.199,0,0,416.89468,2304
3026,0,10.056,1,0,34,7,0.0,0,0,101.12313,1156
3027,0,30.513,1,0,61,2,0.65,0,0,931.0432,3721
3028,0,45.729,1,0,49,4,47.348,0,1,2091.1414,2401
3029,0,22.974,1,0,62,2,25.437,0,0,527.80475,3844
3030,0,20.142,0,0,37,1,7.322,0,0,405.70016,1369
3031,0,28.254,1,1,25,3,-0.495,0,0,798.2885,625
3032,0,20.004,0,0,25,1,3.3,0,0,400.16,625
3033,0,25.437,0,0,30,1,-0.062,0,0,647.04095,900
3034,0,21.216,0,1,39,1,0.0,0,0,450.11865,1521
3035,0,34.68,0,1,34,1,0.0,0,0,1202.7024,1156
3036,0,11.82,0,0,57,2,11.422,0,0,139.71239,3249
3037,0,52.182,1,0,44,5,59.549,0,0,2722.961,1936
3038,0,21.396,1,0,49,6,77.098,0,0,457.78882,2401
3039,0,36.051,1,0,33,5,-2.482,0,0,1299.6746,1089
3040,0,99.345,0,1,39,1,38.0,0,1,9869.43,1521
3041,0,16.524,0,0,62,4,10.749,0,0,273.04257,3844
3042,0,31.338,1,0,31,4,1.0,0,0,982.0702,961
3043,0,46.71,1,0,36,5,62.535,0,1,2181.824,1296
3044,0,31.896,1,0,41,5,-3.888,0,0,1017.3548,1681
3045,0,20.1,0,1,37,1,0.153,0,0,404.01,1369
3046,0,10.422,1,0,59,6,0.0,0,0,108.61808,3481
3047,1,20.562,0,1,36,1,9.5,1,1,422.79587,1296
3048,0,27.093,1,0,30,4,-1.607,0,0,734.0307,900
3049,1,10.149,0,1,48,1,49.099,0,1,103.002205,2304
3050,1,91.992,1,0,52,8,20.1,1,0,8462.527,2704
3051,0,54.852,1,0,41,5,5.0,0,0,3008.742,1681
3052,0,52.77,1,0,54,5,93.521,0,1,2784.6729,2916
3053,0,42.75,1,0,31,2,34.45,0,0,1827.5625,961
3054,0,15.33,0,0,26,1,-0.35,0,0,235.0089,676
3055,0,44.748,1,0,29,2,38.149,0,0,2002.3835,841
3056,0,30.663,0,0,47,2,-8.252,0,0,940.2196,2209
3057,1,46.11,1,0,39,4,21.275,1,1,2126.132,1521
3058,0,21.996,0,0,47,2,39.0,0,1,483.82404,2209
3059,1,159.096,1,0,41,4,79.098,1,1,25311.535,1681
3060,1,42.546,1,1,38,4,-9.0,0,0,1810.1622,1444
3061,0,62.745,1,1,40,7,0.5,0,0,3936.9348,1600
3062,1,64.2,0,0,44,1,99.0,0,1,4121.6396,1936
3063,1,16.32,0,0,53,2,2.006,1,0,266.34238,2809
3064,1,29.427,0,0,29,4,-3.395,0,0,865.9483,841
3065,0,51.372,1,0,35,3,31.7,0,1,2639.0825,1225
3066,1,111.282,1,0,53,4,215.6,1,1,12383.683,2809
3067,0,52.065,1,0,44,5,24.5,0,0,2710.7642,1936
3068,0,31.536,1,0,31,4,-0.595,0,0,994.5192,961
3069,1,63.813,1,0,43,2,59.348,1,1,4072.0989,1849
3070,1,45.822,1,0,38,5,-19.9,1,1,2099.6555,1444
3071,0,53.337,1,0,29,2,5.8,0,0,2844.8357,841
3072,1,57.834,1,0,30,2,0.765,1,0,3344.7715,900
3073,0,12.024,0,0,56,2,-18.5,0,0,144.57658,3136
3074,0,12.588,0,0,41,2,2.0,0,0,158.45775,1681
3075,1,74.688,1,0,55,4,51.011,1,1,5578.298,3025
3076,0,58.446,1,1,27,2,-3.9,0,0,3415.9348,729
3077,1,21.933,0,1,33,1,2.4,1,0,481.05652,1089
3078,1,35.607,1,0,32,6,0.25,0,0,1267.8584,1024
3079,0,66.45,1,0,48,2,73.0,0,1,4415.602,2304
3080,0,13.773,0,1,39,1,-4.0,0,0,189.69553,1521
3081,0,16.59,0,0,52,2,-1.551,0,0,275.22812,2704
3082,0,30.54,1,0,38,4,-1.0,0,0,932.69165,1444
3083,0,38.196,1,0,31,2,20.399,0,0,1458.9343,961
3084,1,54.816,1,0,40,4,36.725,1,1,3004.794,1600
3085,1,61.194,1,0,54,4,93.28,0,1,3744.7056,2916
3086,1,42.27,1,0,52,4,51.315,1,0,1786.7529,2704
3087,0,15.513,1,0,44,4,-14.8,0,0,240.65315,1936
3088,0,35.157,1,0,40,4,5.849,0,0,1236.0148,1600
3089,0,11.736,0,0,58,3,-3.861,0,0,137.7337,3364
3090,0,20.7,0,1,52,1,4.701,0,0,428.49002,2704
3091,0,34.248,0,0,55,2,47.199,0,0,1172.9255,3025
3092,0,10.848,0,0,47,5,0.876,0,0,117.67909,2209
3093,0,76.077,1,0,55,3,43.399,0,1,5787.7104,3025
3094,1,81.216,1,0,40,4,45.423,1,0,6596.039,1600
3095,0,33.453,1,0,27,3,-21.07,0,0,1119.1031,729
3096,0,24.015,1,0,47,5,0.6,0,0,576.7202,2209
3097,1,49.14,1,0,39,5,-7.278,0,0,2414.7395,1521
3098,1,21.924,1,0,62,2,8.009,1,1,480.66177,3844
3099,0,10.2,0,1,55,1,0.0,0,0,104.03999,3025
3100,0,12.369,0,0,27,2,0.0,0,0,152.99217,729
3101,0,61.83,1,1,25,2,-10.2,0,0,3822.9492,625
3102,0,55.314,0,1,59,1,72.964,0,0,3059.6384,3481
3103,1,99.645,1,0,38,3,17.6,1,0,9929.125,1444
3104,1,73.8,1,0,35,4,171.7,1,0,5446.4404,1225
3105,0,15.3,0,0,30,1,0.448,0,0,234.09001,900
3106,1,43.404,1,0,51,3,32.699,1,0,1883.9071,2601
3107,1,33.258,1,0,31,4,0.072,1,0,1106.0945,961
3108,1,33.15,1,0,35,5,10.02,1,0,1098.9226,1225
3109,1,19.5,0,0,44,2,8.7,1,0,380.25,1936
3110,0,55.788,0,0,35,1,13.949,0,0,3112.3008,1225
3111,0,24.912,0,1,30,1,1.5,0,1,620.6078,900
3112,1,67.767,1,0,35,4,30.65,1,0,4592.366,1225
3113,1,30.105,1,0,44,2,0.1,0,0,906.311,1936
3114,0,38.454,1,0,39,3,-0.75,0,0,1478.71,1521
3115,0,21.69,1,0,30,5,-1.755,0,0,470.45612,900
3116,0,39.288,1,0,60,2,22.499,0,1,1543.5468,3600
3117,0,31.725,1,0,30,6,0.23,0,0,1006.47565,900
3118,0,17.85,0,0,44,1,0.04,0,0,318.62253,1936
3119,0,50.424,1,0,35,4,20.399,0,1,2542.5798,1225
3120,0,16.08,0,0,43,1,0.0,0,0,258.5664,1849
3121,0,56.346,1,0,37,4,-7.7,0,0,3174.8718,1369
3122,1,94.245,1,0,36,4,46.045,1,1,8882.12,1296
3123,1,28.434,1,0,32,4,-10.475,1,0,808.4924,1024
3124,0,28.599,0,1,32,1,4.498,0,0,817.90283,1024
3125,1,60.033,1,0,28,2,97.0,1,1,3603.9612,784
3126,0,26.751,1,0,30,4,-6.2,0,0,715.61597,900
3127,0,39.957,1,0,30,4,-2.736,0,0,1596.5619,900
3128,1,23.415,0,0,33,1,-9.438,1,1,548.26227,1089
3129,0,16.32,1,0,50,6,0.0,0,0,266.34238,2500
3130,0,15.009,1,0,32,4,3.1,0,0,225.27008,1024
3131,0,85.086,1,1,42,4,35.4,0,1,7239.627,1764
3132,1,63.846,1,0,50,5,10.074,1,0,4076.3118,2500
3133,1,69.162,1,0,56,7,53.821,1,0,4783.383,3136
3134,0,35.772,1,0,56,2,15.434,0,1,1279.636,3136
3135,1,31.116,1,0,46,3,-6.201,0,0,968.2054,2116
3136,0,30.0,1,0,59,2,169.199,0,1,900.0,3481
3137,1,31.014,0,1,33,1,0.249,0,0,961.86816,1089
3138,0,27.975,1,0,26,3,20.949,0,0,782.60065,676
3139,0,22.737,0,0,47,2,5.7,0,0,516.9711,2209
3140,1,31.203,1,0,33,4,1.999,1,0,973.62714,1089
3141,0,35.751,1,0,32,4,-2.09,0,0,1278.1339,1024
3142,0,28.893,1,0,35,4,5.124,0,0,834.8054,1225
3143,1,50.373,1,0,62,2,144.498,1,1,2537.4392,3844
3144,1,65.529,1,0,33,5,10.8,1,1,4294.05,1089
3145,0,43.146,1,0,32,3,0.499,0,0,1861.5773,1024
3146,0,18.03,0,1,26,1,0.499,0,0,325.08093,676
3147,1,21.675,1,0,52,3,-2.1,0,0,469.8056,2704
3148,1,27.0,1,0,36,4,12.08,1,0,729.0,1296
3149,0,45.42,1,0,35,3,4.65,0,1,2062.9763,1225
3150,0,19.8,1,0,38,6,0.0,0,0,392.03998,1444
3151,0,58.938,1,0,42,3,12.899,0,1,3473.6877,1764
3152,0,35.34,1,0,52,2,2.899,0,0,1248.9156,2704
3153,0,46.506,0,0,25,3,3.2,0,0,2162.808,625
3154,1,25.5,1,0,33,4,0.6,1,0,650.25,1089
3155,0,94.929,1,0,37,4,19.6,0,1,9011.516,1369
3156,0,39.66,1,0,26,2,3.0,0,0,1572.9155,676
3157,1,23.1,1,0,29,3,-1.5,0,0,533.61005,841
3158,0,53.1,1,0,42,6,43.2,0,1,2819.6099,1764
3159,1,31.998,1,0,52,2,-5.075,0,0,1023.87195,2704
3160,1,52.845,1,0,41,2,15.9,1,0,2792.5942,1681
3161,1,30.432,0,1,64,1,37.099,1,1,926.10657,4096
3162,1,48.423,1,0,47,2,22.8,1,0,2344.7869,2209
3163,0,15.684,0,0,34,1,-5.38,0,0,245.98785,1156
3164,0,58.149,1,0,33,3,-0.932,0,0,3381.306,1089
3165,0,14.646,0,0,36,2,-2.35,0,0,214.50531,1296
3166,0,24.261,1,0,40,4,11.661,0,1,588.5961,1600
3167,0,20.091,1,0,57,3,0.0,0,0,403.64825,3249
3168,0,27.36,1,0,52,4,-1.3,0,0,748.56964,2704
3169,1,90.39,1,0,60,2,155.312,1,1,8170.352,3600
3170,1,53.292,1,0,53,4,11.999,1,0,2840.0374,2809
3171,1,42.579,1,0,28,4,1.47,1,0,1812.9711,784
3172,0,14.871,0,0,54,2,-3.0,0,0,221.14665,2916
3173,1,19.866,0,0,51,3,1.5,1,0,394.65793,2601
3174,1,25.257,0,0,53,6,3.95,1,1,637.9161,2809
3175,1,43.326,1,0,63,2,115.24,1,1,1877.1423,3969
3176,0,25.488,1,0,37,4,-14.65,0,0,649.6382,1369
3177,0,24.651,0,1,27,1,-3.1,0,0,607.67175,729
3178,0,18.402,0,0,60,5,2.999,0,0,338.6336,3600
3179,0,16.425,0,1,37,1,2.0,0,0,269.7806,1369
3180,0,25.02,0,0,62,2,84.0,0,1,626.0004,3844
3181,0,22.953,0,1,58,1,-1.151,0,0,526.84015,3364
3182,1,47.43,0,0,30,2,79.1,1,1,2249.605,900
3183,0,10.998,0,1,41,1,19.046,0,1,120.95601,1681
3184,1,69.312,1,0,49,5,13.369,0,1,4804.153,2401
3185,1,30.129,0,0,28,1,0.4,1,0,907.75665,784
3186,1,37.431,1,0,39,4,-1.025,0,0,1401.0797,1521
3187,0,31.569,1,0,29,4,-2.1,0,0,996.6018,841
3188,0,52.182,1,0,41,4,28.3,0,1,2722.961,1681
3189,1,14.436,0,0,45,1,3.549,1,0,208.39809,2025
3190,0,30.6,0,1,50,3,0.0,0,0,936.36005,2500
3191,0,27.876,1,0,34,5,3.338,0,1,777.07135,1156
3192,1,37.914,1,0,42,5,-5.75,1,0,1437.4716,1764
3193,0,31.635,0,0,41,2,5.0,0,0,1000.77325,1681
3194,1,47.316,1,0,38,4,24.566,1,1,2238.804,1444
3195,0,60.426,1,0,50,2,41.445,0,1,3651.3013,2500
3196,0,47.676,1,0,35,4,-2.4,0,0,2273.0007,1225
3197,1,37.2,1,0,38,4,0.06,1,0,1383.8401,1444
3198,0,17.46,0,1,35,1,0.9,0,0,304.85156,1225
3199,0,29.097,1,0,55,2,-1.9,0,0,846.63544,3025
3200,0,32.007,1,0,56,2,0.889,0,0,1024.448,3136
3201,1,59.1,0,1,26,1,7.1,0,1,3492.8098,676
3202,0,26.58,0,0,63,2,0.75,0,0,706.4964,3969
3203,1,23.325,0,1,29,1,-3.62,0,1,544.05566,841
3204,0,50.937,1,0,42,5,3.0,0,0,2594.578,1764
3205,0,43.23,1,0,39,3,-0.3,0,0,1868.8329,1521
3206,0,29.481,1,0,38,5,-2.65,0,0,869.1294,1444
3207,0,69.63,0,1,32,1,53.5,0,1,4848.3364,1024
3208,0,22.68,1,0,28,4,-1.4,0,0,514.3824,784
3209,0,10.56,0,0,43,3,-0.226,0,0,111.51361,1849
3210,0,33.36,1,1,36,4,-3.995,0,0,1112.8896,1296
3211,1,20.796,1,0,46,4,-0.04,0,0,432.4736,2116
3212,1,23.88,0,1,56,1,13.0,0,0,570.25433,3136
3213,0,25.536,0,0,40,3,0.0,0,0,652.0873,1600
3214,0,16.686,1,1,34,4,-1.4,0,0,278.42264,1156
3215,0,32.64,0,1,26,1,0.055,0,0,1065.3695,676
3216,0,27.261,1,0,32,8,-19.733,0,0,743.1621,1024
3217,0,19.512,0,0,42,1,0.075,0,0,380.7181,1764
3218,0,25.338,1,0,32,5,0.5,0,0,642.0142,1024
3219,0,37.437,1,0,50,2,-8.653,0,0,1401.5289,2500
3220,0,30.825,0,1,39,1,13.1,0,1,950.18066,1521
3221,1,14.985,1,0,26,8,0.0,0,0,224.55022,676
3222,1,19.2,0,0,58,1,1.12,1,0,368.64,3364
3223,1,31.908,0,0,47,3,46.729,1,0,1018.12054,2209
3224,0,19.701,1,0,28,4,-3.036,0,0,388.1294,784
3225,0,82.524,1,0,41,2,32.648,0,1,6810.211,1681
3226,1,47.19,0,0,53,1,80.799,1,1,2226.896,2809
3227,0,60.18,1,0,47,2,33.3,0,1,3621.6323,2209
3228,0,15.615,0,0,36,1,-0.58,0,0,243.82822,1296
3229,0,22.539,0,0,29,4,-2.0,0,0,508.0065,841
3230,1,31.35,0,1,53,1,30.74,1,1,982.8225,2809
3231,0,15.801,1,0,60,2,-0.05,0,0,249.67159,3600
3232,1,40.725,1,0,36,4,-2.46,1,0,1658.5255,1296
3233,1,16.812,0,0,42,1,32.9,1,0,282.64334,1764
3234,0,36.0,1,0,36,4,-1.6,0,0,1296.0,1296
3235,0,12.24,0,1,42,4,-1.91,0,0,149.8176,1764
3236,1,28.956,1,0,34,5,8.0,1,0,838.4499,1156
3237,1,19.293,1,0,43,5,-1.673,0,0,372.21982,1849
3238,1,38.88,1,0,41,2,7.0,0,0,1511.6545,1681
3239,0,25.5,1,0,40,6,0.0,0,0,650.25,1600
3240,1,101.496,0,1,45,1,167.0,1,1,10301.438,2025
3241,0,10.902,0,0,40,4,0.0,0,0,118.853615,1600
3242,0,17.946,0,0,38,1,-2.701,0,0,322.0589,1444
3243,1,26.523,1,0,27,3,11.76,0,1,703.46954,729
3244,0,17.124,0,1,60,2,3.1,0,0,293.23138,3600
3245,1,57.543,1,0,36,4,55.0,0,1,3311.1968,1296
3246,1,57.774,1,0,34,4,41.3,1,0,3337.835,1156
3247,1,45.546,1,0,40,4,-3.682,0,0,2074.4382,1600
3248,1,26.526,0,0,33,1,21.068,1,1,703.6286,1089
3249,1,30.105,0,1,30,1,1.75,1,0,906.311,900
3250,0,14.4,1,0,58,5,1.4,0,0,207.35999,3364
3251,0,27.918,0,0,25,1,-6.395,0,0,779.4147,625
3252,0,37.965,0,0,35,1,1.482,0,0,1441.3412,1225
3253,0,19.131,1,0,28,3,0.5,0,0,365.99518,784
3254,0,36.675,1,0,27,3,5.509,0,0,1345.0555,729
3255,0,31.857,1,0,46,3,-2.901,0,0,1014.86847,2116
3256,0,37.26,1,0,44,4,0.45,0,0,1388.3075,1936
3257,1,51.105,1,0,54,3,0.25,1,0,2611.721,2916
3258,0,23.274,0,0,29,3,-2.45,0,0,541.6791,841
3259,0,45.471,0,0,60,2,32.7,0,1,2067.6118,3600
3260,0,20.205,1,0,32,5,-2.051,0,0,408.24203,1024
3261,0,12.24,1,0,42,3,-0.6,0,0,149.8176,1764
3262,1,32.412,1,1,31,8,-0.5,0,0,1050.5377,961
3263,0,12.792,0,0,60,1,0.0,0,0,163.63525,3600
3264,0,22.95,1,0,37,7,0.0,0,0,526.7025,1369
3265,0,22.689,0,0,40,8,-9.988,0,0,514.7907,1600
3266,0,34.227,1,0,42,4,-13.901,0,0,1171.4877,1764
3267,0,10.446,1,1,44,5,2.75,0,0,109.11892,1936
3268,0,38.946,1,0,47,4,33.7,0,1,1516.7909,2209
3269,0,54.204,1,0,40,3,32.9,0,0,2938.0735,1600
3270,0,39.201,0,1,40,1,21.149,0,1,1536.7184,1600
3271,0,14.28,0,0,56,1,0.0,0,0,203.9184,3136
3272,0,12.24,0,0,43,3,0.645,0,0,149.8176,1849
3273,0,26.43,1,0,26,2,-2.05,0,0,698.5449,676
3274,0,65.973,1,0,43,6,-20.001,0,0,4352.4365,1849
3275,1,77.7,1,0,43,5,83.3,1,0,6037.2896,1849
3276,0,53.4,1,0,30,3,17.75,0,1,2851.56,900
3277,0,20.094,1,0,57,2,-0.875,0,0,403.76883,3249
3278,1,35.772,1,0,41,4,-2.95,1,0,1279.636,1681
3279,1,30.396,1,0,46,3,24.499,1,1,923.9168,2116
3280,1,13.326,1,0,31,5,3.549,1,0,177.58228,961
3281,0,29.634,0,0,55,2,-1.346,0,0,878.174,3025
3282,0,21.036,1,0,30,3,0.4,0,0,442.51328,900
3283,0,48.705,0,0,37,3,3.049,0,0,2372.1772,1369
3284,0,32.07,1,0,26,2,13.4,0,1,1028.4849,676
3285,0,92.7,0,1,44,1,224.5,0,1,8593.289,1936
3286,0,19.785,1,0,26,4,-8.68,0,0,391.44623,676
3287,1,44.04,1,0,30,2,7.3,0,1,1939.5217,900
3288,0,52.386,1,0,26,3,-3.2,0,0,2744.2932,676
3289,0,36.666,1,0,29,3,9.514,0,1,1344.3956,841
3290,1,152.49,1,0,49,4,388.0,1,1,23253.201,2401
3291,1,62.7,1,0,40,8,44.5,1,0,3931.29,1600
3292,0,14.64,0,0,40,2,0.955,0,1,214.3296,1600
3293,0,64.56,1,0,29,2,50.025,0,0,4167.993,841
3294,1,40.134,1,0,27,2,9.3,1,1,1610.7379,729
3295,0,35.955,1,0,32,2,-1.64,0,0,1292.7622,1024
3296,1,44.658,1,0,51,3,68.943,1,1,1994.337,2601
3297,0,29.028,0,1,38,1,0.225,0,0,842.62476,1444
3298,0,12.945,1,0,46,3,3.116,0,1,167.57301,2116
3299,0,13.242,1,0,32,3,-8.827,0,0,175.35056,1024
3300,0,20.592,1,0,48,2,-15.5,0,0,424.03043,2304
3301,0,11.103,0,0,43,4,-6.397,0,0,123.2766,1849
3302,1,65.907,1,0,34,3,25.431,1,1,4343.7324,1156
3303,1,41.886,0,1,35,2,-1.0,1,0,1754.4371,1225
3304,0,29.88,1,0,28,3,6.0,0,0,892.81433,784
3305,0,24.936,1,1,29,4,-4.34,0,0,621.80414,841
3306,0,47.463,1,0,40,2,6.5,0,0,2252.7366,1600
3307,0,57.975,0,0,26,1,-3.9,0,0,3361.1003,676
3308,1,35.112,0,0,42,2,-14.675,0,0,1232.8525,1764
3309,0,33.987,1,0,60,2,-2.75,0,0,1155.1161,3600
3310,0,61.692,1,0,54,3,-2.4,0,1,3805.903,2916
3311,1,57.381,1,0,30,2,18.4,1,0,3292.579,900
3312,1,45.168,0,1,36,1,1.0,0,0,2040.1482,1296
3313,0,38.1,0,1,36,1,10.0,0,1,1451.6099,1296
3314,1,24.78,0,0,42,3,10.9,1,0,614.04846,1764
3315,0,27.18,0,1,57,2,6.672,0,0,738.75244,3249
3316,0,10.2,0,1,26,1,0.0,0,0,104.03999,676
3317,0,30.42,0,0,49,3,58.19,0,1,925.3764,2401
3318,0,92.064,1,0,48,5,130.2,0,1,8475.78,2304
3319,1,14.61,0,0,31,1,0.172,1,0,213.45209,961
3320,1,64.092,1,0,39,5,-1.295,1,0,4107.7847,1521
3321,1,62.37,1,0,36,6,-8.0,0,0,3890.0168,1296
3322,1,60.0,0,1,48,1,46.0,1,1,3600.0,2304
3323,0,20.322,0,0,63,1,-0.5,0,0,412.9837,3969
3324,1,24.0,1,0,37,3,5.2,1,0,576.0,1369
3325,1,69.282,1,0,54,2,1.334,1,0,4799.995,2916
3326,0,10.215,0,0,49,4,0.499,0,0,104.34623,2401
3327,1,42.561,1,0,38,9,15.123,1,1,1811.4388,1444
3328,0,20.31,0,0,30,1,0.0,0,0,412.49606,900
3329,0,43.212,0,1,52,1,0.13,0,1,1867.2771,2704
3330,1,40.392,1,0,39,6,13.202,1,0,1631.5135,1521
3331,0,82.251,1,0,40,5,1006.499,0,0,6765.227,1600
3332,0,50.304,1,0,37,4,-7.524,0,0,2530.4924,1369
3333,1,57.363,1,0,32,3,25.6,1,0,3290.5137,1024
3334,0,29.43,0,1,37,1,0.5,0,0,866.12494,1369
3335,1,56.883,1,0,42,4,-17.351,0,0,3235.6755,1764
3336,0,61.953,1,0,41,4,17.7,0,0,3838.174,1681
3337,1,45.012,1,0,45,3,62.899,0,0,2026.0802,2025
3338,1,69.009,0,0,39,1,37.857,1,1,4762.2427,1521
3339,1,49.728,1,0,43,3,26.168,1,0,2472.874,1849
3340,0,25.371,0,1,43,1,-11.95,0,0,643.6877,1849
3341,1,79.485,1,0,45,4,128.0,1,1,6317.865,2025
3342,0,19.14,1,0,37,4,4.4,0,0,366.33957,1369
3343,1,28.713,0,1,33,2,-0.095,1,0,824.43634,1089
3344,0,43.605,1,0,59,3,33.926,0,1,1901.396,3481
3345,1,41.703,0,0,41,2,13.499,1,1,1739.1401,1681
3346,0,43.293,1,0,30,2,1.9,0,0,1874.2838,900
3347,0,53.94,1,0,50,3,-2.95,0,0,2909.5234,2500
3348,1,14.64,0,0,60,1,0.0,0,0,214.3296,3600
3349,1,57.42,1,0,44,2,10.4,1,0,3297.0562,1936
3350,0,17.88,0,1,26,1,-2.2,0,0,319.69437,676
3351,1,57.78,1,0,33,4,3.7,1,0,3338.5283,1089
3352,1,68.817,1,0,34,5,0.549,1,0,4735.78,1156
3353,0,16.557,0,0,26,2,2.607,0,0,274.13422,676
