,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
389,1994,19,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,843,473,250,2.25,1.262,0.667,4347481,19.39,10.880001,5.75,37.46667,8.0,15.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8618.018
390,1995,19,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,894,465,254,2.31,1.202,0.656,4378779,20.42,10.620001,5.7999997,38.7013,6.9,15.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8838.378
391,1996,19,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,902,474,238,2.37,1.245,0.625,4398877,20.510002,10.78,5.41,38.05907,6.7,15.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8651.997
392,1997,19,0.0,0.625,0.375,0.0,0.0,1,21.0,0.5,0.0,1.0,0.0,1.0,931,471,246,2.4,1.214,0.634,4421071,21.06,10.650001,5.56,38.79167,6.1,15.700001,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8774.2705
393,1998,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,926,467,259,2.3,1.16,0.643,4440344,20.85,10.52,5.83,40.26087,5.7,15.9,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9067.061
394,1999,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,938,478,237,2.28,1.162,0.576,4460811,21.029999,10.72,5.3100004,41.14035,5.1,16.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9222.616
395,2000,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,938,500,268,2.3,1.226,0.657,4468976,20.99,11.19,6.0,40.782608,5.4,15.800001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9125.716
396,2001,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,952,478,226,2.2,1.105,0.522,4470368,21.300001,10.690001,5.06,43.27273,5.9,15.6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9679.904
397,2002,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,907,442,236,2.094,1.02,0.545,4476192,19.550001,9.53,5.09,43.31683,6.1,15.6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9677.161
398,2003,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.75,0.25,1.0,940,451,220,2.124,1.019,0.497,4496334,19.880001,9.54,4.65,44.25743,6.6,15.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9843.004
399,2004,19,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,904,432,223,2.03,0.97,0.501,4516000,20.02,9.57,4.94,44.53202,5.7,15.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9860.943
400,1980,20,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,265,137,89,3.5,1.809,1.175,1124660,23.56,12.18,7.91,7.57143,7.8,18.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6732.195
401,1981,20,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.25,219,113,64,2.887,1.489,0.844,1133020,16.55,9.969999,5.65,7.587,7.2,18.099998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696.263
402,1982,20,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,1.0,166,94,48,2.17,1.229,0.627,1136682,14.6,8.27,4.22,7.64977,8.6,17.800001,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6729.912
403,1983,20,1.0,0.0,0.0,0.0,0.0,0,20.0,0.5,0.0,1.0,0.0,1.0,224,105,67,2.9,1.359,0.867,1144767,19.57,9.17,5.85,7.72414,9.0,17.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6747.347
404,1984,20,1.0,0.0,0.0,0.0,0.0,0,20.0,1.0,0.0,1.0,0.0,1.0,232,109,56,2.68,1.259,0.647,1155629,20.079998,9.43,4.8500004,8.65672,6.1,17.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7490.916
405,1985,20,1.0,0.0,0.0,0.0,0.0,0,20.7,1.0,0.0,1.0,0.0,1.0,206,97,61,2.22,1.045,0.657,1162932,17.710001,8.34,5.25,9.279281,5.4,16.599998,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7979.2114
406,1986,20,1.0,0.0,0.0,0.0,0.0,0,21.0,1.0,0.0,1.0,0.0,1.0,214,86,45,2.14,0.86,0.45,1170121,18.29,7.3500004,3.85,10.0,5.3,16.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8546.124
407,1987,20,0.458,0.542,0.0,0.0,0.0,0,21.0,1.0,0.0,1.0,0.0,1.0,232,103,58,2.15,0.955,0.538,1184570,19.59,8.7,4.9,10.7907,4.4,15.800001,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9109.382
408,1988,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.583,0.417,1.0,256,95,58,2.25,0.835,0.51,1203828,21.27,7.89,4.8199997,11.37778,3.8,15.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9451.333
409,1989,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,194,76,35,1.65,0.646,0.298,1219943,15.900001,6.2300005,2.87,11.75758,4.1,14.599999,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9637.811
410,1990,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,213,75,41,1.79,0.63,0.345,1231296,17.3,6.09,3.33,11.899441,5.2,14.200001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9664.16
411,1991,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,205,79,48,1.73,0.667,0.405,1237081,16.57,6.39,3.88,11.8497095,7.6,13.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9578.767
412,1992,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,214,82,42,1.76,0.674,0.345,1238508,17.28,6.62,3.3899999,12.15909,7.2,13.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9817.53
413,1993,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,185,79,44,1.52,0.649,0.362,1242302,14.889999,6.3599997,3.54,12.17105,7.9,13.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9797.175
414,1994,20,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,188,70,44,1.51,0.562,0.353,1242662,15.13,5.63,3.54,12.45033,7.4,13.500001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10019.08
415,1995,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,187,61,29,1.49,0.486,0.231,1243480,15.039999,4.91,2.33,12.55034,5.7,13.400001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10092.916
416,1996,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,169,70,34,1.32,0.547,0.266,1249060,13.530001,5.6,2.7200003,12.80303,5.1,13.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10250.132
417,1997,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,192,62,30,1.45,0.468,0.227,1254774,15.299999,4.94,2.3899999,13.24138,5.4,13.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10552.801
418,1998,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,192,83,42,1.42,0.614,0.311,1259127,15.25,6.5899997,3.34,13.52113,4.4,13.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10738.496
419,1999,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,181,67,26,1.28,0.474,0.184,1266808,14.29,5.29,2.05,14.14063,4.1,13.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11162.409
420,2000,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.25,0.0,1.0,1.0,169,55,24,1.19,0.387,0.169,1274923,13.26,4.31,1.8799999,14.201679,3.5,13.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11139.245
421,2001,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,192,62,33,1.33,0.429,0.229,1284475,14.95,4.83,2.57,14.4360895,3.9,12.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11238.902
422,2002,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,216,63,37,1.47,0.429,0.252,1294894,16.68,4.87,2.8600001,14.69388,4.4,12.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11347.555
423,2003,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,207,84,42,1.39,0.564,0.282,1305728,15.85,6.4300003,3.22,14.89209,5.1,12.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11405.201
424,2004,20,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,194,79,42,1.3,0.529,0.281,1317000,14.7300005,6.0,3.19,14.92308,4.6,12.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11331.116
425,1980,21,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,756,450,243,2.6,1.548,0.836,4216975,17.93,10.67,5.7599998,29.07692,6.5,18.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6895.208
426,1981,21,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,781,467,267,2.729,1.632,0.933,4261901,17.41,10.959999,6.2599998,28.617,7.3,18.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714.6094
427,1982,21,1.0,0.0,0.0,0.0,0.0,0,19.5,0.0,0.0,0.0,0.0,0.0,640,369,197,2.21,1.274,0.68,4282905,14.94,8.62,4.6,28.95928,8.4,18.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6761.5977
428,1983,21,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,656,347,207,2.11,1.116,0.666,4313325,15.21,8.04,4.7999997,31.090052,6.9,17.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7207.908
429,1984,21,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,643,335,170,2.03,1.058,0.537,4365249,14.7300005,7.67,3.8899999,31.674881,5.4,17.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7256.145
430,1985,21,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,729,357,190,2.19,1.072,0.571,4413085,16.52,8.09,4.31,33.28767,4.6,17.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7542.9478
431,1986,21,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,784,409,216,2.23,1.163,0.614,4486965,17.47,9.12,4.81,35.156948,4.5,16.8,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7835.3516
432,1987,21,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,814,408,221,2.23,1.118,0.605,4565587,17.83,8.94,4.84,36.50224,4.2,16.300001,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7995.0815
433,1988,21,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,781,385,213,2.08,1.025,0.567,4657917,16.77,8.27,4.5699997,37.548077,4.5,15.6,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8061.131
434,1989,21,1.0,0.0,0.0,0.0,0.0,2,21.0,0.583,0.0,0.0,0.0,0.0,726,368,197,1.87,0.948,0.507,4727303,15.360001,7.7799997,4.17,38.823532,3.7,14.900001,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212.618
435,1990,21,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,707,371,208,1.74,0.913,0.512,4797431,14.74,7.73,4.3399997,40.63218,4.7,14.200001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469.57
436,1991,21,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,694,318,160,1.68,0.77,0.387,4867641,14.26,6.5299997,3.29,41.30952,6.0,13.500001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8486.559
437,1992,21,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,659,309,162,1.57,0.736,0.386,4923368,13.389999,6.28,3.29,41.974518,6.7,13.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8525.569
438,1993,21,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,666,302,173,1.54,0.698,0.4,4971889,13.400001,6.0699997,3.48,43.24675,6.2,12.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8698.254
439,1994,21,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,651,305,151,1.47,0.689,0.341,5023060,12.96,6.0699997,3.01,44.28571,5.1,12.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8816.48
440,1995,21,0.5,0.5,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,671,309,162,1.5,0.691,0.362,5070033,13.23,6.09,3.1999998,44.73333,5.1,12.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8823.085
441,1996,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.667,0.0,1.0,608,267,143,1.32,0.58,0.31,5111986,11.89,5.2200003,2.8,46.060608,4.9,12.3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9010.315
442,1997,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,611,269,133,1.31,0.577,0.285,5157328,11.849999,5.2200003,2.58,46.64122,5.1,12.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9043.679
443,1998,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,606,269,136,1.25,0.555,0.281,5204464,11.64,5.17,2.6100001,48.48,4.6,12.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9315.08
444,1999,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.5,1.0,0.0,1.0,590,288,130,1.2,0.586,0.264,5254509,11.2300005,5.4799995,2.47,49.16667,3.5,12.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9357.044
445,2000,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,1.0,588,279,147,1.17,0.555,0.293,5296486,11.1,5.27,2.78,50.25641,3.8,12.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9488.633
446,2001,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.75,0.25,1.0,659,320,164,1.27,0.617,0.316,5386079,12.24,5.9399996,3.04,51.889763,4.0,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9634.052
447,2002,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,661,313,147,1.234,0.584,0.274,5450525,12.09,5.73,2.69,53.57724,4.4,13.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9829.739
448,2003,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,650,327,179,1.192,0.6,0.328,5508909,11.78,5.93,3.24,54.53782,4.5,13.400001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9899.931
449,2004,21,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,643,332,167,1.16,0.599,0.301,5558000,11.57,5.9700003,3.0,55.43103,4.1,13.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9973.197
450,1980,22,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,881,566,346,2.5,1.606,0.982,5737037,15.360001,9.87,6.0299997,35.24,5.6,19.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6142.544
451,1981,22,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,746,477,269,2.075,1.327,0.748,5768667,13.789999,8.27,4.66,35.948,6.4,19.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231.5957
452,1982,22,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,659,381,196,1.8,1.041,0.535,5771212,11.42,6.6000004,3.4,36.61111,7.9,18.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6343.7476
453,1983,22,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,651,375,200,1.73,0.997,0.531,5799413,11.2300005,6.4700003,3.45,37.63006,6.9,18.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6488.5977
454,1984,22,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,666,393,203,1.73,1.021,0.527,5840780,11.4,6.7299995,3.48,38.49711,4.8,18.199999,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6591.0903
455,1985,22,1.0,0.0,0.0,0.0,0.0,0,19.5,0.0,0.0,0.0,0.0,0.0,742,375,194,1.87,0.945,0.489,5880749,12.62,6.38,3.3000002,39.679142,3.9,17.800001,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6747.294
456,1986,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,752,400,234,1.84,0.979,0.573,5902699,12.740001,6.7799997,3.96,40.86957,3.8,17.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923.8784
457,1987,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,689,378,207,1.63,0.894,0.49,5935221,11.610001,6.3700004,3.49,42.269943,3.2,16.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7121.882
458,1988,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,725,376,205,1.67,0.866,0.472,5979989,12.12,6.29,3.4299998,43.413174,3.3,16.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7259.741
459,1989,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,696,352,202,1.51,0.764,0.438,6015485,11.57,5.85,3.36,46.09272,4.0,15.9,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7662.3447
460,1990,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,605,317,189,1.31,0.686,0.409,6018664,10.05,5.27,3.14,46.183212,6.0,15.299999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7673.333
461,1991,22,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,552,277,144,1.19,0.597,0.31,6018470,9.17,4.6,2.3899999,46.38655,9.1,14.599999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7707.366
462,1992,22,0.011,0.989,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,485,256,142,1.02,0.538,0.299,6028709,8.04,4.25,2.3600001,47.54902,8.6,13.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7887.098
463,1993,22,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,475,209,114,1.02,0.449,0.245,6060569,7.8399997,3.45,1.8799999,46.56863,6.9,13.400001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7683.8706
464,1994,22,0.0,1.0,0.0,0.0,0.0,2,21.0,0.667,0.0,0.0,0.0,0.5,440,214,108,0.94,0.457,0.231,6095241,7.2200003,3.5100002,1.77,46.80851,6.0,12.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7679.5176
465,1995,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,444,201,122,0.92,0.416,0.253,6141445,7.23,3.27,1.99,48.26087,5.4,12.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7858.227
466,1996,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,417,179,88,0.83,0.356,0.175,6179756,6.75,2.8999999,1.4200001,50.24096,4.3,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8129.926
467,1997,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,1.0,441,199,101,0.87,0.393,0.199,6226058,7.08,3.1999998,1.62,50.68966,4.0,11.900001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8141.5337
468,1998,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.167,0.0,0.0,1.0,406,202,94,0.78,0.388,0.181,6271838,6.4700003,3.22,1.5,52.05128,3.3,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8299.206
469,1999,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,0.0,1.0,414,214,120,0.8,0.414,0.232,6317345,6.5499997,3.3899999,1.9,51.75,3.2,12.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8191.7324
470,2000,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,0.0,1.0,433,225,121,0.82,0.426,0.229,6349097,6.8199997,3.54,1.91,52.80488,2.6,12.700001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8316.911
471,2001,22,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,477,240,127,0.9,0.453,0.24,6401167,7.45,3.75,1.98,53.0,3.7,13.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8279.74
