,distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
650,19010.0,19,4.62,2526.0,25.3,5462.0,5310,6046.0,54669.0,3.0,88.8,78.0,76.0,0.0,,1998,,,0,0,0,0,0,0,1,8.577347,8.60557,8.574707,8.57697,7.834392,61.3777,21.344398,74.05583,70.0,8.0,0.0026397705,0.019062996,0.02859974,0.02963543,-0.5799999,-5.6955986,0.017571926,0.2750244,3864.0,8.259459,53.8,1.63,5228.558,8.561891,8.574707,-0.012816429,-0.0036230087
651,19070.0,19,7.8,532.0,,,4396,,30636.0,0.0,100.0,47.1,46.7,,,1992,104.2,6031.0,1,0,0,0,0,0,0,8.388451,,,,6.2766433,39.39625,60.840004,,,,,,,,,,,,,,,1.403,5028.924,8.522962,,,
652,19070.0,19,10.3,511.0,,,4700,,33949.0,0.5,97.7,45.8,46.7,,,1993,104.7,6559.0,0,1,0,0,0,0,0,8.4553175,,8.388451,,6.2363696,38.892307,106.090004,,47.1,-1.2999992,0.066866875,,,,2.5,45.25,-0.040273666,-0.5039444,4396.0,8.388451,47.1,1.445,5220.415,8.560332,8.522962,0.03737068,
653,19070.0,19,9.3,527.0,,,4582,,32131.0,0.5,97.6,50.0,57.6,,,1994,93.4,9567.0,0,0,1,0,0,0,0,8.429891,,8.4553175,,6.2672005,39.2778,86.490005,,45.8,4.200001,-0.025426865,0.066866875,,,-1.0,-19.599998,0.03083086,0.38549423,4396.0,8.388451,47.1,1.482,4962.2876,8.509623,8.560332,-0.050709724,0.03737068
654,19070.0,19,9.03,514.0,20.6,5313.0,5343,5977.0,41412.0,1.04,95.8,37.5,76.5,,0.0,1995,,,0,0,0,1,0,0,0,8.583543,8.577912,8.429891,,6.2422233,38.96535,81.54089,73.58058,50.0,-12.5,0.15365219,-0.025426865,,,-0.27000046,-4.949112,-0.024977207,-0.3124504,4396.0,8.388451,47.1,1.524,5626.978,8.635327,8.509623,0.12570477,-0.050709724
655,19070.0,19,8.67,512.0,21.3,5466.0,5521,6153.0,42863.0,0.0,100.0,75.0,76.5,,0.0,1996,,,0,0,0,0,1,0,0,8.616314,8.606302,8.583543,8.577912,6.2383246,38.916695,75.1689,74.068436,37.5,37.5,0.03277111,0.15365219,0.02838993,,-0.35999966,-6.371994,-0.0038986206,-0.048656464,4396.0,8.388451,47.1,1.569,5647.677,8.639,8.635327,0.0036725998,0.12570477
656,19070.0,19,8.35,504.0,19.5,5621.0,5917,6290.0,24430.0,0.5,97.6,61.0,85.0,0.0,,1997,,,0,0,0,0,0,1,0,8.685585,8.634265,8.616314,8.606302,6.222576,38.720455,69.7225,74.55053,75.0,-14.0,0.06927109,0.03277111,0.027962685,0.02838993,-0.3199997,-5.446396,-0.0157485,-0.19623947,4396.0,8.388451,47.1,1.605,5917.0,8.685585,8.639,0.046585083,0.0036725998
657,19070.0,19,13.32,500.0,19.7,5775.0,5826,6476.0,44352.0,0.0,100.0,86.0,90.0,3.0,,1998,,,0,0,0,0,0,0,1,8.670086,8.661294,8.685585,8.634265,6.214608,38.621353,177.4224,75.01801,61.0,25.0,-0.015499115,0.06927109,0.027029037,0.027962685,4.9699993,107.69989,-0.007967949,-0.09910202,4396.0,8.388451,47.1,1.63,5736.644,8.65463,8.685585,-0.030955315,0.046585083
658,19100.0,19,20.0,1029.0,,,3826,,27876.0,4.0,84.9,31.5,29.6,,,1992,101.0,5084.0,1,0,0,0,0,0,0,8.249576,,,,6.9363427,48.11285,400.0,,,,,,,,,,,,,,,1.403,4376.857,8.384087,,,
659,19100.0,19,16.4,1068.0,,,4250,,30471.0,4.0,83.9,52.2,37.9,,,1993,98.3,5988.0,0,1,0,0,0,0,0,8.354674,,8.249576,,6.973543,48.630302,268.96,,31.5,20.7,0.105098724,,,,-3.6000004,-131.04001,0.03720045,0.51745224,3826.0,8.249576,31.5,1.445,4720.588,8.459688,8.384087,0.07560158,
660,19100.0,19,17.7,1013.0,,,4750,,31101.0,0.8,96.4,34.6,50.0,,,1994,107.0,8367.0,0,0,1,0,0,0,0,8.465899,,8.354674,,6.9206715,47.895695,313.29004,,52.2,-17.600002,0.11122513,0.105098724,,,1.3000011,44.330048,-0.052871704,-0.7346077,3826.0,8.249576,31.5,1.482,5144.231,8.545631,8.459688,0.08594322,0.07560158
661,19100.0,19,17.96,1011.0,19.7,5076.0,5573,5616.0,37573.0,2.57,89.7,71.1,66.7,,0.0,1995,,,0,0,0,1,0,0,0,8.625689,8.532279,8.465899,,6.9186954,47.868347,322.56155,72.79978,34.6,36.5,0.15978909,0.11122513,,,0.25999832,9.271515,-0.0019760132,-0.027347565,3826.0,8.249576,31.5,1.524,5869.2026,8.677474,8.545631,0.13184261,0.08594322
662,19100.0,19,16.41,1021.0,21.5,5229.0,5480,5855.0,40082.0,3.07,87.9,54.0,61.5,,0.0,1996,,,0,0,0,0,1,0,0,8.60886,8.5619755,8.625689,8.532279,6.928538,48.004635,269.2881,73.30743,71.1,-17.099998,-0.016828537,0.15978909,0.029696465,,-1.5499992,-53.273468,0.009842396,0.13628769,3826.0,8.249576,31.5,1.569,5605.7363,8.631546,8.677474,-0.045928,0.13184261
663,19100.0,19,18.09,1033.0,20.9,5384.0,5427,5982.0,39297.0,9.8,67.9,67.0,43.0,0.0,,1997,,,0,0,0,0,0,1,0,8.599142,8.591187,8.60886,8.5619755,6.9402223,48.166683,327.2481,73.80849,54.0,13.0,-0.009717941,-0.016828537,0.029211044,0.029696465,1.6800003,57.960022,0.011684418,0.16204834,3826.0,8.249576,31.5,1.605,5427.0,8.599142,8.631546,-0.032403946,-0.045928
664,19100.0,19,19.06,1022.0,19.2,5538.0,6038,6305.0,39968.0,5.3,80.2,75.0,51.0,0.0,,1998,,,0,0,0,0,0,0,1,8.705828,8.619389,8.599142,8.591187,6.929517,48.018204,363.28357,74.29386,67.0,8.0,0.10668564,-0.009717941,0.028202057,0.029211044,0.9699993,36.03546,-0.010705471,-0.14847946,3826.0,8.249576,31.5,1.63,5945.3926,8.6903715,8.599142,0.09122944,-0.032403946
665,19120.0,19,20.7,1822.0,,,3891,,31514.0,4.4,83.5,48.2,35.4,,,1992,92.5,6819.0,1,0,0,0,0,0,0,8.266421,,,,7.50769,56.36541,428.49002,,,,,,,,,,,,,,,1.403,4451.2153,8.400932,,,
666,19120.0,19,23.9,1802.0,,,4097,,31836.0,1.9,93.8,46.6,44.0,,,1993,95.4,7326.0,0,1,0,0,0,0,0,8.31801,,8.266421,,7.4966526,56.1998,571.20996,,48.2,-1.6000023,0.051589012,,,,3.1999989,142.71994,-0.01103735,-0.16561127,3891.0,8.266421,48.2,1.445,4550.647,8.423025,8.400932,0.02209282,
667,19120.0,19,23.3,1831.0,,,4216,,44380.0,6.8,75.8,39.7,36.6,,,1994,67.5,13466.0,0,0,1,0,0,0,0,8.3466425,,8.31801,,7.5126176,56.439423,542.88995,,46.6,-6.8999977,0.028632164,0.051589012,,,-0.6000004,-28.320007,0.015964985,0.23962402,3891.0,8.266421,48.2,1.482,4565.911,8.4263735,8.423025,0.0033483505,0.02209282
668,19120.0,19,22.83,1857.0,23.3,5058.0,4921,5483.0,41735.0,1.17,95.3,69.2,40.0,,0.0,1995,,,0,0,0,1,0,0,0,8.501267,8.528727,8.3466425,,7.5267177,56.651478,521.2089,72.739174,39.7,29.499996,0.15462494,0.028632164,,,-0.4699993,-21.68103,0.014100075,0.2120552,3891.0,8.266421,48.2,1.524,5182.549,8.553052,8.4263735,0.12667847,0.0033483505
669,19120.0,19,25.36,1837.0,22.5,5211.0,5052,5855.0,41167.0,6.24,77.8,70.2,44.5,,0.0,1996,,,0,0,0,0,1,0,0,8.527539,8.558527,8.501267,8.528727,7.515889,56.48859,643.12964,73.24838,69.2,1.0,0.02627182,0.15462494,0.029800415,,2.5300007,121.920715,-0.010828495,-0.16288757,3891.0,8.266421,48.2,1.569,5167.916,8.550225,8.553052,-0.0028266907,0.12667847
670,19120.0,19,27.09,1822.0,24.2,5366.0,5415,6233.0,46102.0,1.7,93.4,76.0,35.0,0.0,,1997,,,0,0,0,0,0,1,0,8.596929,8.587838,8.527539,8.558527,7.50769,56.36541,733.8681,73.75096,70.2,5.800003,0.06938934,0.02627182,0.02931118,0.029800415,1.7299995,90.738464,-0.008199215,-0.12318039,3891.0,8.266421,48.2,1.605,5415.0,8.596929,8.550225,0.04670334,-0.0028266907
671,19120.0,19,27.02,1814.0,22.9,5520.0,5529,6462.0,45360.0,1.8,92.7,82.0,64.0,0.0,,1998,,,0,0,0,0,0,0,1,8.617763,8.616133,8.596929,8.587838,7.5032897,56.299355,730.08044,74.23774,76.0,6.0,0.02083397,0.06938934,0.028294563,0.02931118,-0.069999695,-3.7876587,-0.0044002533,-0.0660553,3891.0,8.266421,48.2,1.63,5444.199,8.602306,8.596929,0.0053777695,0.04670334
672,19125.0,19,8.6,658.0,,,4257,,29107.0,0.3,98.8,33.3,34.0,,,1992,107.1,4958.0,1,0,0,0,0,0,0,8.35632,,,,6.489205,42.10978,73.96001,,,,,,,,,,,,,,,1.403,4869.911,8.490831,,,
673,19125.0,19,9.4,669.0,,,4258,,32404.0,0.0,100.0,33.3,45.5,,,1993,105.0,3779.0,0,1,0,0,0,0,0,8.356555,,8.35632,,6.505784,42.325226,88.35999,,33.3,0.0,0.00023460388,,,,0.79999924,14.399986,0.016579151,0.21544647,4257.0,8.35632,33.3,1.445,4729.4736,8.461569,8.490831,-0.029262543,
674,19125.0,19,9.4,638.0,,,4949,,27581.0,0.7,97.3,26.3,48.1,,,1994,128.5,6965.0,0,0,1,0,0,0,0,8.506941,,8.356555,,6.4583383,41.710133,88.35999,,33.3,-7.0,0.15038586,0.00023460388,,,0.0,0.0,-0.047445774,-0.61509323,4257.0,8.35632,33.3,1.482,5359.747,8.586672,8.461569,0.125103,-0.029262543
675,19125.0,19,9.22,641.0,19.3,5398.0,5289,5981.0,41935.0,0.34,98.6,71.4,57.1,,0.0,1995,,,0,0,0,1,0,0,0,8.573384,8.593783,8.506941,,6.4630294,41.77075,85.00841,73.85311,26.3,45.100002,0.06644344,0.15038586,,,-0.17999935,-3.3515854,0.004691124,0.06061554,4257.0,8.35632,33.3,1.524,5570.108,8.62517,8.586672,0.038497925,0.125103
676,19125.0,19,10.33,620.0,18.6,5551.0,5693,6436.0,43529.0,1.68,93.4,76.5,82.2,,0.0,1996,,,0,0,0,0,1,0,0,8.646993,8.621734,8.573384,8.593783,6.4297194,41.341293,106.7089,74.33429,71.4,5.0999985,0.0736084,0.06644344,0.027950287,,1.1099997,21.700493,-0.033309937,-0.4294548,4257.0,8.35632,33.3,1.569,5823.6235,8.669678,8.62517,0.04450798,0.038497925
677,19125.0,19,8.42,643.0,20.2,5706.0,5901,6293.0,43600.0,0.3,98.6,90.0,78.0,0.0,,1997,,,0,0,0,0,0,1,0,8.682878,8.649274,8.646993,8.621734,6.4661446,41.811024,70.8964,74.80994,76.5,13.5,0.035884857,0.0736084,0.027540207,0.027950287,-1.9099998,-35.8125,0.036425114,0.46973038,4257.0,8.35632,33.3,1.605,5901.0,8.682878,8.669678,0.013199806,0.04450798
678,19125.0,19,9.19,627.0,20.2,5860.0,5841,6591.0,45651.0,0.7,97.4,100.0,88.0,0.0,,1998,,,0,0,0,0,0,0,1,8.672657,8.675905,8.682878,8.649274,6.4409466,41.485794,84.45609,75.27133,90.0,10.0,-0.010220528,0.035884857,0.026631355,0.027540207,0.7699995,13.559692,-0.025197983,-0.32522964,4257.0,8.35632,33.3,1.63,5751.414,8.657201,8.682878,-0.025676727,0.013199806
679,19140.0,19,15.4,3448.0,,,4013,,31166.0,2.8,89.4,45.3,41.9,,,1992,94.4,5713.0,1,0,0,0,0,0,0,8.297295,,,,8.14555,66.34998,237.15999,,,,,,,,,,,,,,,1.403,4590.7803,8.431806,,,
680,19140.0,19,14.7,3434.0,,,4197,,31407.0,0.0,100.0,57.1,53.7,,,1993,99.9,6018.0,0,1,0,0,0,0,0,8.342125,,8.297295,,8.141481,66.28372,216.09,,45.3,11.799999,0.044830322,,,,-0.6999998,-21.069992,-0.0040683746,-0.06626129,4013.0,8.297295,45.3,1.445,4661.7197,8.44714,8.431806,0.015334129,
681,19140.0,19,13.8,3403.0,,,4722,,34148.0,3.2,87.0,66.8,71.4,,,1994,97.8,8954.0,0,0,1,0,0,0,0,8.459988,,8.342125,,8.132413,66.13614,190.44,,57.1,9.700005,0.1178627,0.044830322,,,-0.8999996,-25.649994,-0.009068489,-0.14758301,4013.0,8.297295,45.3,1.482,5113.9067,8.539719,8.44714,0.09257889,0.015334129
682,19140.0,19,13.69,3300.0,24.6,5146.0,5347,5717.0,43058.0,4.86,81.9,70.5,63.0,,0.0,1995,,,0,0,0,1,0,0,0,8.5842905,8.545975,8.459988,,8.101678,65.637184,187.41609,73.03368,66.8,3.699997,0.124302864,0.1178627,,,-0.11000061,-3.0239105,-0.030735016,-0.49895477,4013.0,8.297295,45.3,1.524,5631.191,8.636076,8.539719,0.096357346,0.09257889
683,19140.0,19,12.84,3299.0,23.5,5299.0,5570,5921.0,43505.0,3.43,86.8,81.0,74.8,,0.0,1996,,,0,0,0,0,1,0,0,8.625151,8.5752735,8.5842905,8.545975,8.101375,65.63227,164.8656,73.53532,70.5,10.5,0.040860176,0.124302864,0.029298782,,-0.8499994,-22.550491,-0.00030326843,-0.00491333,4013.0,8.297295,45.3,1.569,5697.8013,8.647836,8.636076,0.011759758,0.096357346
684,19140.0,19,12.66,3354.0,24.0,5454.0,5791,6092.0,47433.0,1.5,93.4,66.0,62.0,0.0,,1997,,,0,0,0,0,0,1,0,8.664061,8.604105,8.625151,8.5752735,8.1179085,65.90044,160.27559,74.030624,81.0,-15.0,0.038909912,0.040860176,0.028831482,0.029298782,-0.1800003,-4.5900116,0.016533852,0.2681656,4013.0,8.297295,45.3,1.605,5791.0,8.664061,8.647836,0.016224861,0.011759758
685,19140.0,19,14.8,3445.0,23.6,5608.0,5949,6240.0,49395.0,4.0,84.2,80.0,72.0,0.0,,1998,,,0,0,0,0,0,0,1,8.690978,8.631949,8.664061,8.604105,8.144679,66.3358,219.04001,74.51055,66.0,14.0,0.026917458,0.038909912,0.027844429,0.028831482,2.1400003,58.76442,0.026770592,0.43536377,4013.0,8.297295,45.3,1.63,5857.758,8.675522,8.664061,0.011461258,0.016224861
686,20015.0,72,39.3,2192.0,,,3381,,26986.0,6.4,72.2,27.7,60.1,,,1992,87.9,5347.0,1,0,0,0,0,0,0,8.125927,,,,7.6925697,59.17563,1544.49,,,,,,,,,,,,,,,1.403,3867.7869,8.260438,,,
687,20015.0,72,39.6,2135.0,,,3825,,29627.0,14.0,53.8,31.9,65.1,,,1993,89.6,5825.0,0,1,0,0,0,0,0,8.249313,,8.125927,,7.666222,58.77096,1568.1599,,27.7,4.199999,0.12338638,,,,0.29999924,23.669922,-0.026347637,-0.4046669,3381.0,8.125927,27.7,1.445,4248.5293,8.354328,8.260438,0.09389019,
688,20015.0,72,38.6,2165.0,,,4172,,43682.0,2.4,90.3,37.8,56.8,,,1994,64.1,12200.0,0,0,1,0,0,0,0,8.336151,,8.249313,,7.680176,58.9851,1489.9598,,31.9,5.8999996,0.08683777,0.12338638,,,-1.0,-78.20007,0.013953686,0.21413803,3381.0,8.125927,27.7,1.482,4518.2593,8.415882,8.354328,0.061553955,0.09389019
689,20015.0,72,43.85,2227.0,24.2,4200.0,4629,4880.0,38226.0,5.76,76.3,43.3,55.5,,0.0,1995,,,0,0,0,1,0,0,0,8.440096,8.34284,8.336151,,7.7084107,59.419598,1922.8224,69.60298,37.8,5.5,0.10394478,0.08683777,,,5.25,432.86255,0.028234959,0.43449783,3381.0,8.125927,27.7,1.524,4875.0293,8.491881,8.415882,0.07599926,0.061553955
690,20015.0,72,43.85,2300.0,32.7,4506.0,4754,5188.0,52818.0,0.0,,42.0,75.0,,0.0,1996,,,0,0,0,0,1,0,0,8.466742,8.413165,8.440096,8.34284,7.7406645,59.917885,1922.8224,70.78135,43.3,-1.2999992,0.02664566,0.10394478,0.0703249,,0.0,0.0,0.032253742,0.4982872,3381.0,8.125927,27.7,1.569,4863.0786,8.489427,8.491881,-0.0024547577,0.07599926
691,20015.0,72,44.39,2334.0,23.6,4816.0,5216,5498.0,38738.0,9.1,67.5,52.0,58.0,3.0,,1997,,,0,0,0,0,0,1,0,8.559486,8.479699,8.466742,8.413165,7.7553387,60.14528,1970.472,71.9053,42.0,10.0,0.09274483,0.02664566,0.06653404,0.0703249,0.5400009,47.64966,0.014674187,0.2273941,3381.0,8.125927,27.7,1.605,5216.0,8.559486,8.489427,0.07005978,-0.0024547577
692,20015.0,72,43.68,2268.0,22.0,5170.0,5598,6226.0,39449.0,4.7,82.7,65.0,51.0,0.0,,1998,,,0,0,0,0,0,0,1,8.630165,8.550628,8.559486,8.479699,7.7266536,59.701176,1907.9424,73.113235,52.0,13.0,0.07067871,0.09274483,0.07092857,0.06653404,-0.7099991,-62.529663,-0.028685093,-0.44410324,3381.0,8.125927,27.7,1.63,5512.141,8.614708,8.559486,0.055221558,0.07005978
693,21010.0,21,22.9,3957.0,,,3740,,31415.0,2.4,89.1,37.5,38.3,,,1992,92.3,6048.0,1,0,0,0,0,0,0,8.226841,,,,8.283241,68.61208,524.41,,,,,,,,,,,,,,,1.403,4278.4746,8.361352,,,
694,21010.0,21,22.6,3959.0,,,4039,,31903.0,1.4,94.8,47.7,38.9,,,1993,95.1,7282.0,0,1,0,0,0,0,0,8.303752,,8.226841,,8.283747,68.62046,510.76,,37.5,10.200001,0.07691097,,,,-0.29999924,-13.649963,0.0005054474,0.008377075,3740.0,8.226841,37.5,1.445,4486.2246,8.408767,8.361352,0.04741478,
695,21010.0,21,23.6,3945.0,,,4317,,34566.0,2.3,91.5,47.3,46.9,,,1994,87.8,10619.0,0,0,1,0,0,0,0,8.370316,,8.303752,,8.280204,68.561775,556.96,,47.7,-0.40000153,0.066563606,0.07691097,,,1.0,46.200012,-0.0035429,-0.058685303,3740.0,8.226841,37.5,1.482,4675.2935,8.4500475,8.408767,0.041280746,0.04741478
696,21010.0,21,25.44,3891.0,24.2,4758.0,4890,5840.0,45292.0,1.97,92.3,65.7,59.9,,0.0,1995,,,0,0,0,1,0,0,0,8.494947,8.467583,8.370316,,8.266421,68.333725,647.1936,71.69996,47.3,18.399998,0.12463188,0.066563606,,,1.8400002,90.23358,-0.013782501,-0.22805023,3740.0,8.226841,37.5,1.524,5149.9014,8.546733,8.4500475,0.09668541,0.041280746
697,21010.0,21,25.41,3873.0,23.7,5004.0,5253,5763.0,46567.0,1.31,94.9,58.5,63.2,,0.0,1996,,,0,0,0,0,1,0,0,8.566555,8.517993,8.494947,8.467583,8.261785,68.25709,645.6681,72.556206,65.7,-7.199997,0.07160759,0.12463188,0.05041027,,-0.030000687,-1.5255127,-0.0046367645,-0.07663727,3740.0,8.226841,37.5,1.569,5373.528,8.58924,8.546733,0.04250717,0.09668541
698,21010.0,21,25.0,3858.0,23.6,5249.0,5654,6132.0,47045.0,3.7,86.1,66.0,56.0,0.0,,1997,,,0,0,0,0,0,1,0,8.640119,8.565793,8.566555,8.517993,8.257904,68.19298,625.0,73.37281,58.5,7.5,0.073563576,0.07160759,0.047800064,0.05041027,-0.40999985,-20.66809,-0.0038805008,-0.0641098,3740.0,8.226841,37.5,1.605,5654.0,8.640119,8.58924,0.050878525,0.04250717
699,21010.0,21,27.92,3757.0,22.3,5462.0,5816,6369.0,46734.0,4.7,81.5,75.0,73.0,8.0,,1998,,,0,0,0,0,0,0,1,8.668368,8.60557,8.640119,8.565793,8.231376,67.75555,779.5264,74.05583,66.0,9.0,0.02824974,0.073563576,0.039776802,0.047800064,2.92,154.52643,-0.026528358,-0.43743134,3740.0,8.226841,37.5,1.63,5726.7974,8.652912,8.640119,0.012793541,0.050878525
700,21025.0,21,20.4,2050.0,,,3600,,31212.0,1.0,96.2,30.9,34.4,,,1992,85.7,6397.0,1,0,0,0,0,0,0,8.188689,,,,7.625595,58.1497,416.15997,,,,,,,,,,,,,,,1.403,4118.318,8.3232,,,
701,21025.0,21,19.8,2066.0,,,3866,,31780.0,0.3,98.8,34.2,41.7,,,1993,87.9,7243.0,0,1,0,0,0,0,0,8.259975,,8.188689,,7.6333694,58.26833,392.03998,,30.9,3.3000011,0.0712862,,,,-0.6000004,-24.119995,0.007774353,0.118629456,3600.0,8.188689,30.9,1.445,4294.069,8.36499,8.3232,0.04179001,
702,21025.0,21,18.8,2034.0,,,4195,,32499.0,1.2,94.8,36.2,27.2,,,1994,89.5,10030.0,0,0,1,0,0,0,0,8.341649,,8.259975,,7.6177597,58.030262,353.43997,,34.2,2.0,0.08167362,0.0712862,,,-1.0,-38.600006,-0.015609741,-0.23806763,3600.0,8.188689,30.9,1.482,4543.168,8.42138,8.36499,0.05638981,0.04179001
703,21025.0,21,21.61,1965.0,21.2,4680.0,4832,5160.0,40563.0,2.11,92.2,34.8,49.2,,0.0,1995,,,0,0,0,1,0,0,0,8.483016,8.451054,8.341649,,7.5832477,57.505646,466.99213,71.42031,36.2,-1.4000015,0.14136696,0.08167362,,,2.8100014,113.552155,-0.034512043,-0.52461624,3600.0,8.188689,30.9,1.524,5088.819,8.5348015,8.42138,0.11342144,0.05638981
704,21025.0,21,24.24,1932.0,20.4,4934.0,5099,5644.0,40764.0,3.18,87.9,51.4,49.7,,0.0,1996,,,0,0,0,0,1,0,0,8.536799,8.503905,8.483016,8.451054,7.566311,57.24906,587.5776,72.31641,34.8,16.600002,0.053783417,0.14136696,0.052851677,,2.6299992,120.58545,-0.016936779,-0.25658417,3600.0,8.188689,30.9,1.569,5215.994,8.559485,8.5348015,0.024683952,0.11342144
705,21025.0,21,21.51,1900.0,20.0,5188.0,5487,5832.0,42463.0,2.2,91.0,54.0,56.0,0.0,,1997,,,0,0,0,0,0,1,0,8.610137,8.554104,8.536799,8.503905,7.549609,56.996597,462.6801,73.17269,51.4,2.5999985,0.073337555,0.053783417,0.050198555,0.052851677,-2.7299995,-124.89746,-0.016701698,-0.2524643,3600.0,8.188689,30.9,1.605,5487.0,8.610137,8.559485,0.05065155,0.024683952
706,21025.0,21,22.64,1824.0,19.1,5436.0,5725,6126.0,43912.0,0.3,98.6,74.0,78.0,0.0,,1998,,,0,0,0,0,0,0,1,8.652597,8.600799,8.610137,8.554104,7.508787,56.381886,512.5696,73.97374,54.0,20.0,0.04246044,0.073337555,0.046694756,0.050198555,1.1299992,49.889465,-0.04082203,-0.61471176,3600.0,8.188689,30.9,1.63,5637.1934,8.637141,8.610137,0.027004242,0.05065155
707,21060.0,21,38.1,535.0,,,3626,,23377.0,4.1,84.7,44.7,38.9,,,1992,106.9,5448.0,1,0,0,0,0,0,0,8.195886,,,,6.2822666,39.466873,1451.6099,,,,,,,,,,,,,,,1.403,4148.0615,8.330397,,,
708,21060.0,21,38.0,541.0,,,4005,,25649.0,1.3,95.1,38.5,22.9,,,1993,106.7,6151.0,0,1,0,0,0,0,0,8.295299,,8.195886,,6.2934194,39.60713,1444.0,,44.7,-6.200001,0.09941292,,,,-0.099998474,-7.6098633,0.011152744,0.14025497,3626.0,8.195886,44.7,1.445,4448.46,8.400313,8.330397,0.069916725,
709,21060.0,21,35.6,533.0,,,4585,,28825.0,1.9,91.8,35.7,54.8,,,1994,104.5,9743.0,0,0,1,0,0,0,0,8.430546,,8.295299,,6.2785215,39.419834,1267.3599,,38.5,-2.7999992,0.13524723,0.09941292,,,-2.4000015,-176.64014,-0.014897823,-0.187294,3626.0,8.195886,44.7,1.482,4965.5366,8.510277,8.400313,0.10996342,0.069916725
710,21060.0,21,37.93,551.0,21.8,4816.0,5080,5718.0,38822.0,0.0,100.3,36.4,44.1,,0.0,1995,,,0,0,0,1,0,0,0,8.533067,8.479699,8.430546,,6.3117347,39.837994,1438.6849,71.9053,35.7,0.70000076,0.10252094,0.13524723,,,2.3300018,171.32507,0.03321314,0.41815948,3626.0,8.195886,44.7,1.524,5350.0,8.584852,8.510277,0.074575424,0.10996342
711,21060.0,21,37.14,549.0,19.8,5055.0,5475,6126.0,38185.0,1.12,96.8,63.6,60.9,,0.0,1996,,,0,0,0,0,1,0,0,8.607947,8.528133,8.533067,8.479699,6.3080983,39.792103,1379.3795,72.72906,36.4,27.199997,0.0748806,0.10252094,0.048434258,,-0.7900009,-59.30542,-0.0036363602,-0.045890808,3626.0,8.195886,44.7,1.569,5600.6216,8.630632,8.584852,0.045780182,0.074575424
712,21060.0,21,39.34,549.0,19.3,5293.0,5787,6498.0,40224.0,2.3,91.2,62.0,48.0,0.0,,1997,,,0,0,0,0,0,1,0,8.663369,8.574141,8.607947,8.528133,6.3080983,39.792103,1547.6356,73.515884,63.6,-1.5999985,0.05542183,0.0748806,0.046007156,0.048434258,2.2000008,168.2561,0.0,0.0,3626.0,8.195886,44.7,1.605,5787.0,8.663369,8.630632,0.03273678,0.045780182
713,21060.0,21,35.61,527.0,19.2,5462.0,6321,6958.0,43793.0,2.2,90.9,85.0,62.0,0.0,,1998,,,0,0,0,0,0,0,1,8.751633,8.60557,8.663369,8.574141,6.2672005,39.2778,1268.0721,74.05583,62.0,23.0,0.08826351,0.05542183,0.03142929,0.046007156,-3.7299995,-279.56348,-0.040897846,-0.5143013,3626.0,8.195886,44.7,1.63,6224.0522,8.7361765,8.663369,0.07280731,0.03273678
714,21065.0,21,37.7,376.0,,,4109,,23677.0,4.1,83.2,21.2,42.9,,,1992,121.0,6190.0,1,0,0,0,0,0,0,8.320935,,,,5.9295893,35.16003,1421.29,,,,,,,,,,,,,,,1.403,4700.602,8.455446,,,
715,21065.0,21,42.9,385.0,,,4376,,25247.0,2.8,88.6,26.1,33.3,,,1993,118.2,7028.0,0,1,0,0,0,0,0,8.38389,,8.320935,,5.9532433,35.441105,1840.4102,,21.2,4.8999996,0.0629549,,,,5.200001,419.12012,0.023653984,0.28107452,4109.0,8.320935,21.2,1.445,4860.5396,8.488905,8.455446,0.03345871,
716,21065.0,21,45.7,380.0,,,4970,,25722.0,2.8,86.9,42.1,22.2,,,1994,126.3,8978.0,0,0,1,0,0,0,0,8.511175,,8.38389,,5.9401712,35.285633,2088.49,,26.1,15.999998,0.127285,0.0629549,,,2.7999992,248.07983,-0.013072014,-0.1554718,4109.0,8.320935,21.2,1.482,5382.4897,8.590906,8.488905,0.10200119,0.03345871
717,21065.0,21,50.41,367.0,17.4,5278.0,5970,6703.0,28128.0,2.94,86.4,31.0,24.3,,0.0,1995,,,0,0,0,1,0,0,0,8.694502,8.571302,8.511175,,5.9053617,34.873295,2541.168,73.467224,42.1,-11.099998,0.18332672,0.127285,,,4.709999,452.67798,-0.03480959,-0.41233826,4109.0,8.320935,21.2,1.524,6287.3027,8.746287,8.590906,0.1553812,0.10200119
718,21065.0,21,46.51,383.0,20.3,5431.0,6098,6755.0,33026.0,3.81,86.5,73.9,52.1,,0.0,1996,,,0,0,0,0,1,0,0,8.715716,8.599878,8.694502,8.571302,5.948035,35.379116,2163.18,73.95791,31.0,42.9,0.021214485,0.18332672,0.028575897,,-3.9000015,-377.98804,0.04267311,0.5058212,4109.0,8.320935,21.2,1.569,6237.916,8.738401,8.746287,-0.007885933,0.1553812
